CRASH_DATE,HIT_AND_RUN_I,CAUSES,AMBULANCE_REQUIRED,FATAL_ACCIDENT,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE
9/24/2020,Y,"FAILING TO YIELD RIGHT-OF-WAY, NOT APPLICABLE",N,N,15,5,9,41.88247687,-87.75519503
6/23/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,8,6,6,41.87282093,-87.70603587
7/12/2017,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,17,4,7,41.8926379,-87.62534141
8/29/2018,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,8,4,8,41.8825693,-87.6207999
5/2/2023,N,"NOT APPLICABLE, UNABLE TO DETERMINE",N,N,12,3,5,41.80241312,-87.63305258
11/21/2020,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,11,7,11,41.67662466,-87.61554282
6/21/2022,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,16,3,6,41.88039647,-87.76181157
7/6/2017,N,"EQUIPMENT - VEHICLE CONDITION, EQUIPMENT - VEHICLE CONDITION",N,N,16,5,7,41.93003288,-87.64325434
12/23/2022,N,"IMPROPER TURNING/NO SIGNAL, IMPROPER TURNING/NO SIGNAL",N,N,17,6,12,41.8624248,-87.65217717
10/30/2015,N,"DISREGARDING OTHER TRAFFIC SIGNS, UNABLE TO DETERMINE",N,N,15,6,10,41.76970786,-87.57654226
8/24/2021,Y,"FAILING TO YIELD RIGHT-OF-WAY, DISREGARDING ROAD MARKINGS",N,N,10,3,8,41.76561852,-87.61428011
11/6/2019,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,6,4,11,41.72166783,-87.63618234
1/19/2021,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,21,3,1,41.79141533,-87.60630132
11/3/2017,N,"FAILING TO REDUCE SPEED TO AVOID CRASH, OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",N,N,22,6,11,41.87178124,-87.76471429
5/27/2021,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,13,5,5,41.91969973,-87.65842211
4/9/2019,N,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER, UNABLE TO DETERMINE",N,N,15,3,4,41.74243803,-87.71298477
11/13/2019,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,19,4,11,41.89679596,-87.67234842
8/31/2017,N,"FAILING TO YIELD RIGHT-OF-WAY, IMPROPER OVERTAKING/PASSING",N,N,12,5,8,41.82997036,-87.62994432
5/16/2018,N,"IMPROPER TURNING/NO SIGNAL, ROAD ENGINEERING/SURFACE/MARKING DEFECTS",N,N,8,4,5,41.85769751,-87.64396679
2/14/2020,N,"FAILING TO YIELD RIGHT-OF-WAY, NOT APPLICABLE",N,N,8,6,2,41.69154182,-87.70943218
1/5/2023,N,"IMPROPER TURNING/NO SIGNAL, NOT APPLICABLE",N,N,19,5,1,41.86723997,-87.6470655
9/16/2018,Y,"DISREGARDING TRAFFIC SIGNALS, NOT APPLICABLE",N,N,1,1,9,41.74305162,-87.65854303
2/11/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,19,7,2,41.90285119,-87.72645586
4/19/2019,Y,"ROAD CONSTRUCTION/MAINTENANCE, NOT APPLICABLE",N,N,0,6,4,41.78029139,-87.61882023
7/27/2018,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,18,6,7,41.91144287,-87.67933447
7/15/2018,Y,"IMPROPER OVERTAKING/PASSING, NOT APPLICABLE",N,N,14,1,7,41.88435994,-87.63382138
10/15/2018,N,"IMPROPER OVERTAKING/PASSING, FAILING TO REDUCE SPEED TO AVOID CRASH",N,N,16,2,10,41.74967936,-87.72197835
8/20/2022,N,"FOLLOWING TOO CLOSELY, DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",N,N,16,7,8,41.706219,-87.69039087
9/25/2022,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,17,1,9,41.77773764,-87.65187608
5/29/2022,Y,"NOT APPLICABLE, NOT APPLICABLE",N,N,16,1,5,41.75080871,-87.62679461
10/19/2016,N,"IMPROPER LANE USAGE, NOT APPLICABLE",N,N,7,4,10,41.96321791,-87.75689388
2/19/2022,N,"WEATHER, WEATHER",N,N,1,7,2,41.73737451,-87.66568369
1/13/2017,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,7,6,1,41.73953984,-87.54159322
2/14/2018,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,10,4,2,41.8695671,-87.64681299
12/12/2018,N,"IMPROPER LANE USAGE, NOT APPLICABLE",N,N,18,4,12,41.89591575,-87.65468981
7/29/2022,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,9,6,7,41.96889146,-87.76736462
10/31/2022,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,12,2,10,41.93141294,-87.74747869
9/4/2017,Y,"FAILING TO YIELD RIGHT-OF-WAY, FAILING TO YIELD RIGHT-OF-WAY",N,N,16,2,9,41.76409151,-87.71641321
6/16/2016,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,6,5,6,42.02224791,-87.67527497
5/19/2019,N,"FAILING TO REDUCE SPEED TO AVOID CRASH, NOT APPLICABLE",N,N,8,1,5,41.93292251,-87.71870395
10/24/2019,Y,"IMPROPER OVERTAKING/PASSING, FOLLOWING TOO CLOSELY",N,N,17,5,10,41.65907608,-87.5593648
11/15/2019,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",Y,N,17,6,11,41.78688937,-87.72313703
11/3/2018,Y,"FOLLOWING TOO CLOSELY, UNABLE TO DETERMINE",N,N,16,7,11,41.79375396,-87.64499808
1/31/2022,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,9,2,1,41.88798032,-87.7494015
9/13/2022,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,8,3,9,41.97562411,-87.72984456
6/18/2019,N,"IMPROPER TURNING/NO SIGNAL, IMPROPER TURNING/NO SIGNAL",N,N,15,3,6,41.88459085,-87.62923601
12/23/2018,N,"FAILING TO YIELD RIGHT-OF-WAY, IMPROPER LANE USAGE",Y,N,18,1,12,41.99922806,-87.78975729
1/20/2018,N,"WEATHER, UNABLE TO DETERMINE",N,N,4,7,1,41.98145685,-87.67470268
2/12/2017,Y,"FOLLOWING TOO CLOSELY, FOLLOWING TOO CLOSELY",N,N,0,1,2,41.89252476,-87.61813383
4/5/2019,N,"IMPROPER LANE USAGE, NOT APPLICABLE",N,N,19,6,4,41.73765363,-87.57587587
5/5/2022,N,"NOT APPLICABLE, NOT APPLICABLE",Y,N,16,5,5,,
2/3/2020,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,8,2,2,42.01922122,-87.66587906
12/20/2022,N,"IMPROPER TURNING/NO SIGNAL, NOT APPLICABLE",Y,N,18,3,12,41.78659584,-87.6887819
1/20/2021,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,15,4,1,41.99933518,-87.66081692
8/25/2021,N,"FAILING TO REDUCE SPEED TO AVOID CRASH, NOT APPLICABLE",Y,N,19,4,8,41.74247144,-87.70234438
5/26/2023,N,"FAILING TO YIELD RIGHT-OF-WAY, UNABLE TO DETERMINE",Y,N,6,6,5,41.77876163,-87.70923339
2/24/2022,N,"FOLLOWING TOO CLOSELY, WEATHER",N,N,9,5,2,41.77968658,-87.65687388
6/22/2016,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,13,4,6,41.68033221,-87.66258468
11/11/2019,N,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER, WEATHER",N,N,16,2,11,41.94359781,-87.76653045
5/6/2019,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,7,2,5,41.80837313,-87.68372601
8/19/2022,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,19,6,8,41.71125823,-87.72093947
10/19/2021,N,"UNABLE TO DETERMINE, NOT APPLICABLE",Y,N,3,3,10,41.73616501,-87.61466332
11/23/2016,N,"DRIVING SKILLS/KNOWLEDGE/EXPERIENCE, NOT APPLICABLE",N,N,15,4,11,41.79984493,-87.73474014
8/26/2017,N,"UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED), PHYSICAL CONDITION OF DRIVER",N,N,5,7,8,41.79003139,-87.78797885
8/27/2017,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,18,1,8,41.90861973,-87.64929457
11/3/2016,N,"DRIVING SKILLS/KNOWLEDGE/EXPERIENCE, NOT APPLICABLE",N,N,12,5,11,41.78932932,-87.74164564
7/31/2021,Y,"DRIVING SKILLS/KNOWLEDGE/EXPERIENCE, DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",N,N,20,7,7,41.72407478,-87.58530323
3/14/2017,Y,"WEATHER, WEATHER",N,N,10,3,3,41.85882399,-87.66539369
7/14/2019,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,19,1,7,41.7943513,-87.58057838
3/17/2023,Y,"NOT APPLICABLE, NOT APPLICABLE",N,N,12,6,3,41.96637821,-87.72182581
7/25/2020,N,"IMPROPER TURNING/NO SIGNAL, NOT APPLICABLE",Y,N,15,7,7,41.74440992,-87.56870284
7/14/2018,N,"HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE), UNABLE TO DETERMINE",Y,N,9,7,7,41.88569482,-87.65208577
1/30/2021,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,16,7,1,41.7869119,-87.69590344
6/28/2020,Y,"IMPROPER OVERTAKING/PASSING, FOLLOWING TOO CLOSELY",N,N,9,1,6,41.77909635,-87.68723998
4/19/2019,N,"UNABLE TO DETERMINE, NOT APPLICABLE",Y,N,9,6,4,41.9170815,-87.65833646
1/6/2021,N,"DISREGARDING OTHER TRAFFIC SIGNS, DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",N,N,6,4,1,41.83721824,-87.66587908
5/18/2018,N,"FOLLOWING TOO CLOSELY, UNABLE TO DETERMINE",N,N,9,6,5,41.89562683,-87.68726978
4/16/2019,N,"IMPROPER LANE USAGE, DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",N,N,18,3,4,41.87616053,-87.68612588
11/21/2017,N,"IMPROPER OVERTAKING/PASSING, UNABLE TO DETERMINE",N,N,14,3,11,41.8992486,-87.62427498
11/12/2021,N,"FAILING TO YIELD RIGHT-OF-WAY, FAILING TO YIELD RIGHT-OF-WAY",Y,N,13,6,11,41.82115025,-87.6556748
1/18/2022,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,17,3,1,41.97553168,-87.71811363
10/14/2022,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,12,6,10,41.88277908,-87.61617421
3/19/2021,N,"FOLLOWING TOO CLOSELY, UNABLE TO DETERMINE",N,N,18,6,3,41.77048261,-87.66391027
9/23/2018,N,"IMPROPER OVERTAKING/PASSING, IMPROPER LANE USAGE",N,N,11,1,9,41.86535609,-87.64701104
6/1/2018,N,"IMPROPER BACKING, IMPROPER BACKING",N,N,9,6,6,41.68558118,-87.60820712
11/12/2021,N,"IMPROPER OVERTAKING/PASSING, IMPROPER OVERTAKING/PASSING",N,N,18,6,11,41.82266656,-87.60700153
11/5/2018,N,"WEATHER, UNABLE TO DETERMINE",N,N,21,2,11,41.88362882,-87.76512373
10/9/2017,Y,"FAILING TO YIELD RIGHT-OF-WAY, NOT APPLICABLE",N,N,12,2,10,41.73736923,-87.56109559
12/18/2017,N,"IMPROPER TURNING/NO SIGNAL, DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",N,N,7,2,12,41.94561291,-87.78124947
10/25/2022,Y,"FAILING TO YIELD RIGHT-OF-WAY, NOT APPLICABLE",N,N,7,3,10,41.80827777,-87.61641215
6/4/2019,N,"FAILING TO YIELD RIGHT-OF-WAY, FAILING TO REDUCE SPEED TO AVOID CRASH",Y,N,9,3,6,41.89320435,-87.62548219
12/24/2016,N,"EXCEEDING SAFE SPEED FOR CONDITIONS, FAILING TO REDUCE SPEED TO AVOID CRASH",N,N,2,7,12,41.9035563,-87.62881835
10/21/2020,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,19,4,10,41.87312606,-87.75466201
9/21/2019,Y,"IMPROPER LANE USAGE, NOT APPLICABLE",N,N,18,7,9,41.8881914,-87.74541668
9/1/2020,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,15,3,9,41.96983758,-87.72792731
12/16/2016,N,"FOLLOWING TOO CLOSELY, WEATHER",N,N,20,6,12,41.97325856,-87.77812074
8/19/2021,Y,"IMPROPER BACKING, NOT APPLICABLE",N,N,17,5,8,41.74342733,-87.63218113
12/20/2020,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,13,1,12,41.7732929,-87.58644237
2/26/2019,N,"FOLLOWING TOO CLOSELY, FOLLOWING TOO CLOSELY",N,N,13,3,2,41.853702,-87.63870833
2/25/2021,N,"FOLLOWING TOO CLOSELY, NOT APPLICABLE",N,N,14,5,2,41.69723821,-87.6814748
4/28/2021,N,"FAILING TO YIELD RIGHT-OF-WAY, FAILING TO YIELD RIGHT-OF-WAY",Y,N,12,4,4,41.96895496,-87.6724386
11/30/2020,N,"DISREGARDING TRAFFIC SIGNALS, FAILING TO YIELD RIGHT-OF-WAY",N,N,10,2,11,41.93572483,-87.7024665
9/13/2017,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,15,4,9,41.84778969,-87.73424421
11/12/2022,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,21,7,11,41.76288759,-87.68906635
6/23/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",Y,N,22,6,6,41.89874174,-87.75085337
1/25/2017,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,14,4,1,42.00279562,-87.70574151
7/4/2021,N,"DISREGARDING TRAFFIC SIGNALS, FAILING TO YIELD RIGHT-OF-WAY",N,N,20,1,7,41.76954518,-87.61049936
2/23/2016,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,18,3,2,41.77471568,-87.74081018
3/4/2019,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,10,2,3,41.79024342,-87.66919581
12/22/2017,Y,"FAILING TO REDUCE SPEED TO AVOID CRASH, NOT APPLICABLE",N,N,16,6,12,41.95358229,-87.75700876
1/26/2017,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,16,5,1,41.84804957,-87.70529466
12/31/2021,Y,"IMPROPER TURNING/NO SIGNAL, IMPROPER LANE USAGE",N,N,9,6,12,41.88323332,-87.64284806
1/4/2020,N,"FAILING TO YIELD RIGHT-OF-WAY, NOT APPLICABLE",N,N,20,7,1,41.77145951,-87.71997869
6/1/2017,N,"FAILING TO YIELD RIGHT-OF-WAY, NOT APPLICABLE",Y,N,17,5,6,41.93072683,-87.73933688
10/6/2017,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,17,6,10,41.81185596,-87.6920148
1/20/2016,N,"NOT APPLICABLE, BICYCLE ADVANCING LEGALLY ON RED LIGHT",N,N,16,4,1,41.86756593,-87.62421743
3/25/2023,Y,"IMPROPER OVERTAKING/PASSING, UNABLE TO DETERMINE",N,N,2,7,3,41.89100765,-87.66729026
8/15/2017,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,12,3,8,41.78741176,-87.61588019
7/19/2019,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,5,6,7,41.92459302,-87.72681927
1/9/2019,Y,"FOLLOWING TOO CLOSELY, FAILING TO REDUCE SPEED TO AVOID CRASH",N,N,6,4,1,41.87918309,-87.64742623
12/15/2018,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,1,7,12,41.96095429,-87.75457974
1/12/2021,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,12,3,1,41.74953362,-87.68297971
8/22/2021,Y,"NOT APPLICABLE, NOT APPLICABLE",N,N,20,1,8,41.7668608,-87.64916175
4/15/2017,N,"IMPROPER BACKING, IMPROPER BACKING",N,N,23,7,4,41.8096287,-87.60736974
4/19/2021,N,"IMPROPER OVERTAKING/PASSING, DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",N,N,12,2,4,41.95748429,-87.65376627
9/24/2015,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,11,5,9,41.82370511,-87.62013258
4/23/2021,Y,"FOLLOWING TOO CLOSELY, UNABLE TO DETERMINE",N,N,15,6,4,41.77928827,-87.66801775
11/10/2020,Y,"FOLLOWING TOO CLOSELY, IMPROPER OVERTAKING/PASSING",N,N,14,3,11,41.79026021,-87.68783112
10/29/2018,N,"NOT APPLICABLE, UNABLE TO DETERMINE",N,N,15,2,10,41.80830923,-87.69915681
6/17/2018,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",Y,N,2,1,6,41.98961301,-87.74847297
6/26/2018,N,"DISTRACTION - FROM INSIDE VEHICLE, FAILING TO REDUCE SPEED TO AVOID CRASH",Y,N,9,3,6,41.7874074,-87.70352623
5/22/2023,Y,"IMPROPER TURNING/NO SIGNAL, FAILING TO YIELD RIGHT-OF-WAY",N,N,10,2,5,41.86708522,-87.64396844
2/17/2020,N,"FAILING TO REDUCE SPEED TO AVOID CRASH, WEATHER",N,N,13,2,2,41.90717459,-87.67222836
7/3/2016,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,16,1,7,41.88257967,-87.74521055
11/13/2020,Y,"NOT APPLICABLE, NOT APPLICABLE",N,N,1,6,11,41.7647171,-87.6733853
3/1/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,12,4,3,41.74847529,-87.65353751
5/17/2019,N,"IMPROPER OVERTAKING/PASSING, NOT APPLICABLE",N,N,21,6,5,41.81654246,-87.63026813
10/3/2020,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,6,7,10,41.95307079,-87.72254432
2/10/2017,N,"FOLLOWING TOO CLOSELY, FOLLOWING TOO CLOSELY",N,N,12,6,2,41.95377451,-87.72645871
12/22/2017,N,"FAILING TO YIELD RIGHT-OF-WAY, NOT APPLICABLE",N,N,13,6,12,41.76897092,-87.64310667
7/2/2020,N,"NOT APPLICABLE, NOT APPLICABLE",Y,N,18,5,7,41.87737103,-87.71207614
10/14/2021,N,"FAILING TO YIELD RIGHT-OF-WAY, IMPROPER BACKING",N,N,13,5,10,41.73866733,-87.71924949
11/4/2022,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,22,6,11,41.6918258,-87.68838808
9/7/2022,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,13,4,9,42.01921374,-87.69970316
6/29/2019,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,18,7,6,41.96863422,-87.71596313
3/1/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,13,4,3,41.79297605,-87.75265615
3/4/2023,N,"FAILING TO YIELD RIGHT-OF-WAY, UNABLE TO DETERMINE",N,N,12,7,3,41.97620114,-87.90530913
9/15/2020,Y,"FAILING TO REDUCE SPEED TO AVOID CRASH, UNABLE TO DETERMINE",Y,N,19,3,9,41.74425895,-87.56597595
1/27/2017,Y,"NOT APPLICABLE, NOT APPLICABLE",Y,N,7,6,1,41.8887868,-87.75552198
2/24/2021,Y,"IMPROPER LANE USAGE, NOT APPLICABLE",N,N,21,4,2,41.88447427,-87.61356137
9/24/2019,N,"IMPROPER OVERTAKING/PASSING, DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",N,N,8,3,9,41.98955806,-87.66952528
4/25/2022,N,"FAILING TO REDUCE SPEED TO AVOID CRASH, UNABLE TO DETERMINE",Y,N,6,2,4,41.85501216,-87.67756493
5/9/2018,N,"DISTRACTION - FROM OUTSIDE VEHICLE, PASSING STOPPED SCHOOL BUS",N,N,16,4,5,41.90302249,-87.68057589
8/27/2019,N,"DISREGARDING STOP SIGN, NOT APPLICABLE",N,N,18,3,8,41.90369297,-87.65231126
5/1/2018,Y,"FOLLOWING TOO CLOSELY, UNABLE TO DETERMINE",N,N,8,3,5,41.90477589,-87.7507824
7/24/2020,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,9,6,7,41.73637604,-87.62562131
7/22/2018,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,19,1,7,41.9058631,-87.62889163
9/14/2021,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,15,3,9,41.8869985,-87.7743793
9/18/2019,N,"FOLLOWING TOO CLOSELY, FAILING TO REDUCE SPEED TO AVOID CRASH",N,N,7,4,9,41.94717719,-87.79637028
5/8/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,6,2,5,41.90312982,-87.74821197
10/16/2020,Y,"IMPROPER LANE USAGE, NOT APPLICABLE",N,N,19,6,10,41.92354969,-87.74613388
5/24/2018,N,"IMPROPER BACKING, UNABLE TO DETERMINE",N,N,15,5,5,41.7567361,-87.59307096
7/13/2018,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,18,6,7,41.87277222,-87.76473185
4/14/2019,N,"WEATHER, VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",N,N,12,1,4,41.81144674,-87.72386803
6/2/2016,N,"FAILING TO YIELD RIGHT-OF-WAY, NOT APPLICABLE",N,N,9,5,6,41.89559246,-87.71393592
12/4/2019,N,"DISREGARDING TRAFFIC SIGNALS, DISREGARDING TRAFFIC SIGNALS",Y,N,5,4,12,41.98287647,-87.80707684
11/9/2017,N,"IMPROPER BACKING, NOT APPLICABLE",N,N,6,5,11,41.82600493,-87.70678077
10/4/2018,N,"IMPROPER TURNING/NO SIGNAL, FAILING TO REDUCE SPEED TO AVOID CRASH",Y,N,19,5,10,41.96182307,-87.65489608
8/20/2021,N,"IMPROPER BACKING, NOT APPLICABLE",N,N,9,6,8,41.92322351,-87.74612602
7/18/2020,Y,"DRIVING SKILLS/KNOWLEDGE/EXPERIENCE, UNABLE TO DETERMINE",N,N,19,7,7,41.7270491,-87.58284734
12/7/2018,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,19,6,12,41.97795547,-87.84631989
5/28/2021,N,"DRIVING SKILLS/KNOWLEDGE/EXPERIENCE, UNABLE TO DETERMINE",N,N,23,6,5,41.89328327,-87.63511922
2/28/2019,Y,"FAILING TO REDUCE SPEED TO AVOID CRASH, FAILING TO REDUCE SPEED TO AVOID CRASH",N,N,12,5,2,41.6927062,-87.60596874
7/19/2018,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,8,5,7,41.87942896,-87.75488407
10/6/2017,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,22,6,10,41.79529732,-87.58782256
4/13/2019,Y,"FOLLOWING TOO CLOSELY, EXCEEDING SAFE SPEED FOR CONDITIONS",N,N,22,7,4,42.01219415,-87.67471606
2/11/2021,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,12,5,2,41.70747262,-87.67539371
2/29/2020,N,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER, FAILING TO YIELD RIGHT-OF-WAY",Y,N,1,7,2,41.92603765,-87.67868124
7/30/2021,Y,"FAILING TO YIELD RIGHT-OF-WAY, NOT APPLICABLE",Y,N,15,6,7,41.86746088,-87.63058401
6/19/2020,N,"DRIVING SKILLS/KNOWLEDGE/EXPERIENCE, OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",N,N,17,6,6,41.87534338,-87.72821311
10/16/2020,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",Y,N,12,6,10,41.95189755,-87.71631401
8/14/2018,N,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST, NOT APPLICABLE",Y,N,16,3,8,41.95150412,-87.70809685
6/8/2023,N,"IMPROPER LANE USAGE, NOT APPLICABLE",N,N,9,5,6,41.88704141,-87.63163382
1/24/2018,N,"FAILING TO YIELD RIGHT-OF-WAY, NOT APPLICABLE",N,N,22,4,1,41.88308927,-87.67327939
11/5/2020,N,"IMPROPER OVERTAKING/PASSING, UNABLE TO DETERMINE",Y,Y,23,5,11,41.92435892,-87.72813323
2/16/2017,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,12,5,2,41.88238759,-87.76034137
1/1/2022,N,"FOLLOWING TOO CLOSELY, NOT APPLICABLE",N,N,12,7,1,41.6953993,-87.53995698
10/14/2016,Y,"IMPROPER LANE USAGE, NOT APPLICABLE",N,N,23,6,10,41.88068819,-87.6292215
8/8/2016,Y,"DRIVING SKILLS/KNOWLEDGE/EXPERIENCE, UNABLE TO DETERMINE",N,N,21,2,8,41.88308762,-87.7394763
9/22/2020,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,19,3,9,41.77852125,-87.743266
1/27/2019,N,"FOLLOWING TOO CLOSELY, FAILING TO REDUCE SPEED TO AVOID CRASH",N,N,12,1,1,41.87289554,-87.75495203
9/20/2018,N,"IMPROPER OVERTAKING/PASSING, NOT APPLICABLE",Y,N,14,5,9,41.8831343,-87.63719153
12/26/2019,N,"IMPROPER OVERTAKING/PASSING, DISREGARDING TRAFFIC SIGNALS",N,N,6,5,12,41.77343857,-87.56689931
8/5/2018,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",Y,N,21,1,8,41.9255964,-87.64875031
3/21/2022,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,12,2,3,41.82240864,-87.69091192
5/20/2023,N,"DRIVING SKILLS/KNOWLEDGE/EXPERIENCE, UNABLE TO DETERMINE",N,N,12,7,5,41.75115018,-87.60780204
2/5/2023,N,"FAILING TO REDUCE SPEED TO AVOID CRASH, FOLLOWING TOO CLOSELY",N,N,0,1,2,41.7514606,-87.58597199
6/25/2020,N,"IMPROPER OVERTAKING/PASSING, FAILING TO YIELD RIGHT-OF-WAY",N,N,15,5,6,41.66050151,-87.58898338
3/30/2021,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,13,3,3,41.79205648,-87.80105899
7/3/2022,N,"DRIVING SKILLS/KNOWLEDGE/EXPERIENCE, NOT APPLICABLE",N,N,16,1,7,41.9942604,-87.67402721
2/22/2022,N,"FAILING TO YIELD RIGHT-OF-WAY, NOT APPLICABLE",N,N,20,3,2,41.94604892,-87.75677571
2/6/2017,N,"IMPROPER OVERTAKING/PASSING, IMPROPER LANE USAGE",N,N,7,2,2,41.97566578,-87.72588104
6/24/2021,N,"FOLLOWING TOO CLOSELY, FAILING TO REDUCE SPEED TO AVOID CRASH",N,N,19,5,6,41.76141949,-87.74164594
9/5/2018,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,20,4,9,41.89023766,-87.62044314
4/7/2021,N,"UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED), NOT APPLICABLE",N,N,23,4,4,41.98777714,-87.80674701
12/31/2019,N,"WEATHER, UNABLE TO DETERMINE",N,N,22,3,12,41.73582692,-87.65440693
5/5/2018,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,15,7,5,41.89640301,-87.65356009
2/26/2020,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,8,4,2,41.91768191,-87.71204737
